Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
0001.jpg,Brokoli,121.63125000000002,179.46798923490962,79.5814644607843,203.56247597078044,0.35948038183159425,0.34306543618991453,0.38743623731737814,0.3339126483063887,6.651470588235294,7.8699269511726255,5.146844362745097,8.473510188389081,7.376825365406227,7.515761987448587,7.197377573828204,7.557591810489842,0.057676746877327836,0.05523320262029168,0.05781808843616335,0.0557277694483874,0.24015983610364128,0.23501745173559277,0.24045392164854237,0.23606729855782102,0.9863394895490815,0.9798144460904377,0.9910601656261658,0.9771044332184845
0002.jpg,Brokoli,30.302512254901966,57.77959246443676,24.77882965686274,47.25502499038832,0.7009001210187759,0.6842520736185294,0.717565946180823,0.6995909838900343,2.341819852941177,3.278308342945022,2.0015318627450984,2.712218377547097,3.55660058627187,3.6808267434069677,3.5016959102367466,3.610293359439028,0.41423222478377464,0.4107049489290859,0.41416295011609117,0.41103050969217325,0.643608751326281,0.6408626599585014,0.6435549317005435,0.6411166116177097,0.9918159836588617,0.9844282274475675,0.9933078041477157,0.9872646297814794
0003.jpg,Brokoli,30.419301470588227,47.81462514417532,28.98679534313726,64.5851903114187,0.7177305036706746,0.7050813661628654,0.725125727054833,0.702183763651535,2.19344362745098,2.7404229142637444,2.042401960784314,3.070234525182622,3.4148794409989707,3.4978017498124374,3.3851214304462074,3.524086232443318,0.43211017284517955,0.429064689253135,0.4315110073067601,0.42719303931989605,0.6573508749862432,0.6550302964391304,0.6568949743351369,0.6536000606792323,0.9921220335327131,0.9876446052000151,0.9924930228286756,0.9833110576079268
0004.jpg,Brokoli,31.753860294117647,68.82746635909267,40.39479166666667,65.87626297577854,0.670985283443717,0.6509785853664378,0.6680308994669948,0.6536388042323898,2.559313725490196,3.8185005767012687,2.884497549019608,3.642106881968474,3.8191783358680382,3.974369880858518,3.8620688316932217,3.9560676194370967,0.3717044326682496,0.3675448652006053,0.3708970494840477,0.36764033151417086,0.6096756782652967,0.6062547857135688,0.6090131767737441,0.6063335150840425,0.9880908771255491,0.9742366069602978,0.9848501400147781,0.9753412969442025
0005.jpg,Brokoli,54.654718137254896,76.56241445597846,33.91839767156861,92.57877739331023,0.5892822942261975,0.5772005503608776,0.6309352009123061,0.5810226935826109,3.635140931372549,4.316447520184544,2.672472426470588,4.465005767012686,4.903976157195166,4.997725730320509,4.754662853663949,5.000315887247777,0.25895627911665586,0.2564897144667245,0.26066409018992076,0.25739457993930986,0.5088774696492819,0.5064481360087374,0.5105527300778253,0.5073406941487247,0.9912332269128515,0.9877385341925886,0.9945612353250565,0.9851735146864691
0006.jpg,Brokoli,47.98918504901961,107.08635140330641,55.06179534313726,86.15618608227602,0.5670134848402001,0.54035023829248,0.5683805388452394,0.5430919932822369,3.4574142156862755,5.149004229142637,3.660386029411766,4.695240292195309,4.936120336122485,5.138527567094722,4.9640277816708895,5.102662224028348,0.2301786446928841,0.22608543491908076,0.23026289033871444,0.22686582468133606,0.4797693661467811,0.4754844213211204,0.4798571561816229,0.4763043403973305,0.987799932597322,0.9727921645921583,0.9860018957643781,0.9781099710693704
0007.jpg,Brokoli,83.98219975490197,138.95750865051897,58.516636029411764,130.0467820069204,0.55560578417142,0.5431726366219528,0.5624837606193249,0.5338713875204331,4.292585784313726,5.556816608996539,3.7317401960784324,5.45516339869281,5.169423012272142,5.303895060722155,5.113993857284752,5.299735186815652,0.22536291900482244,0.2219883411002864,0.22657740386528774,0.22245162406852345,0.47472404510917965,0.4711563870948651,0.47600147464612724,0.47164777543048314,0.9902514959417739,0.9838808536226573,0.9932074931893747,0.9849145027467066
0008.jpg,Brokoli,66.75450367647058,121.20221453287196,58.53161764705882,117.28150711264897,0.5474404928718739,0.5277271414278455,0.5516116990031977,0.5257376161626035,3.8449754901960773,5.228266051518645,3.732689950980393,5.20467512495194,5.200598613152946,5.369152987123612,5.192790891261842,5.368252012342135,0.2086304892452346,0.20501715399143342,0.2089661198329669,0.20551901142331158,0.4567608665869205,0.4527881999251233,0.45712812190125307,0.4533420468292254,0.9905640289021772,0.9828715278669142,0.9917263611890037,0.9834256079061949
0009.jpg,Brokoli,71.95669424019609,141.4106420607459,82.6594056372549,153.59444828911955,0.5663548170228754,0.5431875752805931,0.561425852676279,0.5424374655715335,4.081357230392157,5.7749327181853145,4.337224264705882,5.866712802768167,5.1350167093433905,5.313160525692574,5.157492498958281,5.305848262925741,0.23984492248042372,0.23582545783931622,0.23927470546371896,0.2356015482171187,0.4897396476500792,0.48561863415577067,0.48915713780309794,0.48538803880721937,0.9919069758485278,0.9841086847347509,0.9907032207208512,0.9827395041477438
0010.jpg,Brokoli,39.378155637254906,71.79792387543253,31.878799019607847,63.165121107266444,0.6789222050055618,0.6660335404693866,0.6976374845004203,0.6680953080836965,2.6632352941176474,3.480230680507497,2.2937806372549026,3.3661822376009227,3.7854401540749496,3.88589817214235,3.7325667184381937,3.882449065526891,0.3822161909819843,0.37855582070658356,0.38201971867321927,0.37842405604800217,0.6182363552735994,0.6152689011372049,0.6180774374406651,0.6151618128980392,0.9884620180877739,0.9790044256501825,0.9906593642967942,0.9815288809907132
0011.jpg,Brokoli,25.20202205882353,29.131011149557867,16.506250000000005,51.11314109957709,0.7740382417433923,0.756640039701181,0.7910516235110673,0.7512762686183503,1.614246323529412,1.7750711264898118,1.2857230392156866,2.2114263744713574,3.27223911305515,3.3317943318253698,3.1921920075750316,3.3737608053434185,0.41846951553244993,0.415373007719948,0.4198906251642623,0.4127825473921616,0.6468921977674873,0.6444943814494801,0.6479896798285157,0.642481554126001,0.9913159944029009,0.9899929775430908,0.9943124259108758,0.9824417234197381
0012.jpg,Brokoli,48.42457107843137,75.41050365244138,39.13112745098039,88.47861591695502,0.688744684629529,0.680265429508635,0.6938374662487495,0.674996860793401,3.069485294117647,3.7591695501730107,2.753860294117647,4.270726643598616,3.5634737557429452,3.6359284222068204,3.527972396675052,3.676325440305879,0.4176049044387976,0.4141837155170999,0.4184016029507506,0.4142180914358642,0.6462235715592535,0.6435710648538356,0.6468397042163928,0.6435977714658933,0.9924568110872627,0.988277080514455,0.9939044687406097,0.9862455806505763
0013.jpg,Brokoli,50.925459558823526,107.12621299500194,46.32561274509804,73.58034602076127,0.6760157256771054,0.6611660611535282,0.68328641876268,0.6679167063604877,3.203094362745098,4.648642829680892,3.0309742647058826,3.7793156478277594,3.8688123248681574,4.000416824491232,3.8418411508692576,3.939905462340868,0.3902711135412537,0.3865709917561946,0.3915746936556102,0.38680493082171546,0.6247168266833011,0.6217483347434029,0.6257592937029463,0.6219364363194324,0.990782931036364,0.9806542869517939,0.9916154636373765,0.9867122693847884
0014.jpg,Brokoli,69.5248161764706,99.42056132256825,66.98667279411765,154.68764321414844,0.5186134259813135,0.5091794211759717,0.5165356965382625,0.48770851360562595,4.5852941176470585,5.447535563244906,4.569791666666667,6.956770472895041,5.574276714225122,5.671996493364668,5.554680097987642,5.795769957967774,0.18502430224684463,0.1838729271162823,0.18727981526317256,0.1830309375286854,0.4301445132125303,0.42880406611444616,0.4327583797723304,0.4278211513339253,0.9852424353219257,0.9789018015767966,0.9857778209533703,0.9671734845716572
0015.jpg,Brokoli,3.383670343137255,7.858731257208767,3.7806678921568633,5.522952710495965,0.7752807447162218,0.7289624096837312,0.7702855238535603,0.7334948652787519,0.7606311274509804,1.1515570934256056,0.7920955882352942,1.0154863514033068,3.188196935433014,3.3818440908603615,3.2130161469070315,3.3500109162420597,0.3126508169089863,0.3033695409197747,0.312046606525097,0.30295060170422144,0.5591518728476068,0.5507899244900679,0.5586113197251709,0.5504094854780588,0.9912981270638023,0.9798507808286557,0.9902771674921813,0.9858395482687268
0016.jpg,Brokoli,30.04375000000001,54.46452902729721,37.38875612745097,72.561168781238,0.7536804921070316,0.7443655482280351,0.7491279959515232,0.7366864817248064,2.1920036764705886,2.8730180699730883,2.4573835784313722,3.5018531334102274,2.942563290722757,3.023809856364072,2.976453144584713,3.067506415261957,0.5083263973601273,0.5049240727067831,0.5079950035649599,0.5052248453224081,0.7129701237500259,0.710580095912335,0.7127376821558966,0.7107917031890624,0.994582654164269,0.9902045734214533,0.9932581405218109,0.9869498990637757
0017.jpg,Brokoli,1.7484681372549025,2.6439369473279517,1.7450674019607844,3.893517877739332,0.8095731642640527,0.7775473357304961,0.8060303500512789,0.7614613032011863,0.5582414215686275,0.7140638216070743,0.5618259803921568,0.8504421376393697,2.917075462013832,3.034419740042424,2.9312934732949896,3.0911435066020876,0.35114295557616826,0.34430838592970126,0.34857735850544264,0.3432101144666656,0.5925731647452223,0.5867779698742117,0.5904044025119076,0.5858413731264339,0.9927073804940267,0.9889204160656841,0.9927276205506681,0.9836793872970606
0018.jpg,Brokoli,31.4703125,53.600615148020005,38.51516544117647,76.38868127643214,0.775864746393882,0.7574478077656102,0.7719144604603285,0.7619288060765437,2.090287990196078,2.7614302191464826,2.3344975490196083,3.234202229911572,3.036169930119777,3.1393704732673933,3.057511701490777,3.1426975539452826,0.4766597052328132,0.4713733494688481,0.47650736901541035,0.4719100734479285,0.6904054643706212,0.686566347463119,0.6902951318207382,0.6869571117966016,0.9900189042761884,0.9830511660232478,0.9877845651171459,0.9758454436934739
